iter	Logloss
0	0.6322440307
1	0.5825517554
2	0.5533968044
3	0.5335832722
4	0.5125465712
5	0.4985125862
6	0.4868641536
7	0.4728166959
8	0.4667083717
9	0.4553872823
10	0.4546595104
11	0.449896179
12	0.4434703853
13	0.4380607158
14	0.4320022686
15	0.4268195935
16	0.4189393787
17	0.4140612932
18	0.4089910275
