iter	Passed	Remaining
0	250	24758
1	395	19389
2	449	14520
3	501	12039
4	557	10601
5	612	9600
6	672	8931
7	734	8442
8	797	8065
9	858	7727
10	893	7227
11	945	6935
12	999	6686
13	1058	6499
14	1116	6325
15	1172	6154
16	1227	5994
17	1281	5837
18	1336	5698
